manifest_version,ID_marked,split_group_id,split,source_prefix,n_observed_targets
1,N-1048,record:N-1048,train,N,3
1,N-1049,record:N-1049,train,N,3
1,N-1050,record:N-1050,train,N,4
1,N-1053,record:N-1053,train,N,3
1,N-1054,record:N-1054,train,N,3
1,N-1057,record:N-1057,train,N,3
1,N-1058,record:N-1058,train,N,3
1,N-1059,record:N-1059,train,N,4
1,N-1060,record:N-1060,train,N,3
1,N-1063,record:N-1063,train,N,3
1,N-1065,record:N-1065,train,N,3
1,N-1067,record:N-1067,train,N,4
1,N-1068,record:N-1068,train,N,3
1,N-1069,record:N-1069,train,N,3
1,N-1070,record:N-1070,train,N,3
1,N-1071,record:N-1071,train,N,3
1,N-1072,record:N-1072,train,N,3
1,N-1073,record:N-1073,train,N,3
1,N-1074,record:N-1074,train,N,3
1,N-1075,record:N-1075,train,N,3
1,N-1076,record:N-1076,train,N,3
1,N-1077,record:N-1077,train,N,3
1,N-1079,record:N-1079,train,N,3
1,N-1080,record:N-1080,train,N,3
1,N-1081,record:N-1081,train,N,3
1,N-1082,record:N-1082,train,N,3
1,N-1083,record:N-1083,train,N,3
1,N-1084,record:N-1084,train,N,3
1,N-1085,record:N-1085,train,N,3
1,N-1088,record:N-1088,train,N,3
1,N-1089,record:N-1089,train,N,3
1,N-1092,record:N-1092,train,N,3
1,N-1093,record:N-1093,train,N,3
1,N-1094,record:N-1094,train,N,3
1,N-1095,record:N-1095,train,N,3
1,N-1096,record:N-1096,train,N,3
1,N-1097,record:N-1097,train,N,3
1,N-1098,record:N-1098,train,N,3
1,N-1099,record:N-1099,train,N,3
1,N-1101,record:N-1101,train,N,3
1,N-1104,record:N-1104,train,N,3
1,N-1105,record:N-1105,train,N,3
1,N-1106,record:N-1106,train,N,3
1,N-1108,record:N-1108,train,N,3
1,N-1109,record:N-1109,train,N,3
1,N-1111,record:N-1111,train,N,3
1,N-1112,record:N-1112,train,N,3
1,N-1113,record:N-1113,train,N,3
1,N-1114,record:N-1114,train,N,3
1,N-1115,record:N-1115,train,N,3
1,N-1119,record:N-1119,train,N,3
1,N-1120,record:N-1120,train,N,3
1,N-1121,record:N-1121,train,N,3
1,N-1122,record:N-1122,train,N,3
1,N-1123,record:N-1123,train,N,3
1,N-1124,record:N-1124,train,N,3
1,N-1125,record:N-1125,train,N,3
1,N-1126,record:N-1126,train,N,3
1,N-1127,record:N-1127,train,N,3
1,N-1128,record:N-1128,train,N,3
1,N-1129,record:N-1129,train,N,3
1,N-1130,record:N-1130,train,N,3
1,N-1131,record:N-1131,train,N,3
1,N-1133,record:N-1133,train,N,3
1,N-1134,record:N-1134,train,N,3
1,N-1136,record:N-1136,train,N,3
1,N-1139,record:N-1139,train,N,3
1,N-1140,record:N-1140,train,N,3
1,N-1142,record:N-1142,train,N,3
1,N-1143,record:N-1143,train,N,3
1,N-1144,record:N-1144,train,N,3
1,N-1145,record:N-1145,train,N,3
1,N-1149,record:N-1149,train,N,3
1,N-1151,record:N-1151,train,N,3
1,N-1152,record:N-1152,train,N,3
1,N-1153,record:N-1153,train,N,3
1,N-1156,record:N-1156,train,N,3
1,N-1160,record:N-1160,train,N,3
1,N-1161,record:N-1161,train,N,3
1,N-1162,record:N-1162,train,N,3
1,N-1163,record:N-1163,train,N,3
1,N-1164,record:N-1164,train,N,3
1,N-1165,record:N-1165,train,N,3
1,N-1166,record:N-1166,train,N,3
1,N-1168,record:N-1168,train,N,3
1,N-1169,record:N-1169,train,N,3
1,N-1171,record:N-1171,train,N,3
1,N-1172,record:N-1172,train,N,3
1,N-1173,record:N-1173,train,N,3
1,N-1174,record:N-1174,train,N,3
1,N-1177,record:N-1177,train,N,2
1,N-1178,record:N-1178,train,N,2
1,N-1179,record:N-1179,train,N,2
1,N-1180,record:N-1180,train,N,2
1,N-1181,record:N-1181,train,N,2
1,N-1183,record:N-1183,train,N,2
1,N-1184,record:N-1184,train,N,2
1,N-1185,record:N-1185,train,N,2
1,N-1187,record:N-1187,train,N,2
1,N-1191,record:N-1191,train,N,2
1,N-1192,record:N-1192,train,N,2
1,N-1195,record:N-1195,train,N,2
1,N-1197,record:N-1197,train,N,2
1,N-1198,record:N-1198,train,N,2
1,N-1199,record:N-1199,train,N,2
1,N-12,record:N-12,train,N,2
1,N-1201,record:N-1201,train,N,2
1,N-1202,record:N-1202,train,N,2
1,N-1203,record:N-1203,train,N,2
1,N-1204,record:N-1204,train,N,2
1,N-1205,record:N-1205,train,N,2
1,N-1207,record:N-1207,train,N,2
1,N-1209,record:N-1209,train,N,2
1,N-1210,record:N-1210,train,N,2
1,N-1211,record:N-1211,train,N,2
1,N-1212,record:N-1212,train,N,2
1,N-1213,record:N-1213,train,N,2
1,N-1214,record:N-1214,train,N,2
1,N-1215,record:N-1215,train,N,2
1,N-1219,record:N-1219,train,N,2
1,N-1220,record:N-1220,train,N,2
1,N-1221,record:N-1221,train,N,2
1,N-1222,record:N-1222,train,N,2
1,N-1223,record:N-1223,train,N,2
1,N-1224,record:N-1224,train,N,2
1,N-1225,record:N-1225,train,N,2
1,N-1226,record:N-1226,train,N,2
1,N-1227,record:N-1227,train,N,2
1,N-1228,record:N-1228,train,N,2
1,N-1229,record:N-1229,train,N,2
1,N-1230,record:N-1230,train,N,2
1,N-1232,record:N-1232,train,N,2
1,N-1234,record:N-1234,train,N,2
1,N-1235,record:N-1235,train,N,2
1,N-1236,record:N-1236,train,N,2
1,N-1237,record:N-1237,train,N,2
1,N-1239,record:N-1239,train,N,2
1,N-1240,record:N-1240,train,N,2
1,N-1241,record:N-1241,train,N,2
1,N-1242,record:N-1242,train,N,2
1,N-1244,record:N-1244,train,N,2
1,N-1246,record:N-1246,train,N,2
1,N-1247,record:N-1247,train,N,2
1,N-1248,record:N-1248,train,N,2
1,N-1249,record:N-1249,train,N,2
1,N-1250,record:N-1250,train,N,2
1,N-1251,record:N-1251,train,N,2
1,N-1252,record:N-1252,train,N,2
1,N-1253,record:N-1253,train,N,2
1,N-1254,record:N-1254,train,N,2
1,N-1255,record:N-1255,train,N,2
1,N-1256,record:N-1256,train,N,2
1,N-1258,record:N-1258,train,N,2
1,N-1259,record:N-1259,train,N,2
1,N-1260,record:N-1260,train,N,2
1,N-1261,record:N-1261,train,N,2
1,N-1262,record:N-1262,train,N,2
1,N-1263,record:N-1263,train,N,2
1,N-1264,record:N-1264,train,N,2
1,N-1266,record:N-1266,train,N,2
1,N-1268,record:N-1268,train,N,2
1,N-1269,record:N-1269,train,N,2
1,N-1270,record:N-1270,train,N,2
1,N-1271,record:N-1271,train,N,2
1,N-1272,record:N-1272,train,N,2
1,N-1273,record:N-1273,train,N,2
1,N-1274,record:N-1274,train,N,2
1,N-13,record:N-13,train,N,2
1,N-139,record:N-139,train,N,4
1,N-14,record:N-14,train,N,4
1,N-140,record:N-140,train,N,3
1,N-143,record:N-143,train,N,3
1,N-144,record:N-144,train,N,2
1,N-145,record:N-145,train,N,4
1,N-148,record:N-148,train,N,4
1,N-15,record:N-15,train,N,4
1,N-150,record:N-150,train,N,3
1,N-151,record:N-151,train,N,4
1,N-153,record:N-153,train,N,3
1,N-154,record:N-154,train,N,3
1,N-155,record:N-155,train,N,3
1,N-159,record:N-159,train,N,2
1,N-16,record:N-16,train,N,4
1,N-162,record:N-162,train,N,3
1,N-164,record:N-164,train,N,3
1,N-165,record:N-165,train,N,4
1,N-166,record:N-166,train,N,4
1,N-1661,record:N-1661,train,N,3
1,N-1662,record:N-1662,train,N,2
1,N-1663,record:N-1663,train,N,2
1,N-1664,record:N-1664,train,N,2
1,N-1666,record:N-1666,train,N,2
1,N-1667,record:N-1667,train,N,4
1,N-1668,record:N-1668,train,N,2
1,N-1669,record:N-1669,train,N,4
1,N-167,record:N-167,train,N,3
1,N-1670,record:N-1670,train,N,3
1,N-1671,record:N-1671,train,N,3
1,N-1672,record:N-1672,train,N,2
1,N-1676,record:N-1676,train,N,5
1,N-1677,record:N-1677,train,N,4
1,N-168,record:N-168,train,N,4
1,N-1682,record:N-1682,train,N,2
1,N-1683,record:N-1683,train,N,2
1,N-1684,record:N-1684,train,N,3
1,N-1686,record:N-1686,train,N,3
1,N-1687,record:N-1687,train,N,3
1,N-1688,record:N-1688,train,N,3
1,N-169,record:N-169,train,N,2
1,N-1690,record:N-1690,train,N,2
1,N-1693,record:N-1693,train,N,3
1,N-1694,record:N-1694,train,N,3
1,N-1695,record:N-1695,train,N,2
1,N-1696,record:N-1696,train,N,2
1,N-1698,record:N-1698,train,N,2
1,N-1700,record:N-1700,train,N,2
1,N-1702,record:N-1702,train,N,3
1,N-1703,record:N-1703,train,N,2
1,N-1704,record:N-1704,train,N,2
1,N-1705,record:N-1705,train,N,2
1,N-1707,record:N-1707,train,N,2
1,N-1709,record:N-1709,train,N,2
1,N-1710,record:N-1710,train,N,2
1,N-1711,record:N-1711,train,N,3
1,N-1712,record:N-1712,train,N,2
1,N-1713,record:N-1713,train,N,2
1,N-1714,record:N-1714,train,N,2
1,N-1715,record:N-1715,train,N,2
1,N-1716,record:N-1716,train,N,3
1,N-1718,record:N-1718,train,N,2
1,N-172,record:N-172,train,N,4
1,N-1720,record:N-1720,train,N,3
1,N-1722,record:N-1722,train,N,2
1,N-1724,record:N-1724,train,N,3
1,N-1726,record:N-1726,train,N,2
1,N-1729,record:N-1729,train,N,2
1,N-173,record:N-173,train,N,2
1,N-1730,record:N-1730,train,N,4
1,N-1731,record:N-1731,train,N,2
1,N-1732,record:N-1732,train,N,2
1,N-1733,record:N-1733,train,N,2
1,N-1734,record:N-1734,train,N,2
1,N-1735,record:N-1735,train,N,2
1,N-1736,record:N-1736,train,N,2
1,N-1738,record:N-1738,train,N,2
1,N-1739,record:N-1739,train,N,2
1,N-174,record:N-174,train,N,3
1,N-1740,record:N-1740,train,N,2
1,N-1741,record:N-1741,train,N,3
1,N-1744,record:N-1744,train,N,2
1,N-1745,record:N-1745,train,N,2
1,N-1746,record:N-1746,train,N,2
1,N-1749,record:N-1749,train,N,3
1,N-175,record:N-175,train,N,3
1,N-1750,record:N-1750,train,N,4
1,N-1753,record:N-1753,train,N,2
1,N-1755,record:N-1755,train,N,2
1,N-1757,record:N-1757,train,N,2
1,N-1758,record:N-1758,train,N,2
1,N-1759,record:N-1759,train,N,3
1,N-1760,record:N-1760,train,N,2
1,N-1761,record:N-1761,train,N,2
1,N-1762,record:N-1762,train,N,2
1,N-1763,record:N-1763,train,N,5
1,N-1765,record:N-1765,train,N,2
1,N-1768,record:N-1768,train,N,3
1,N-1769,record:N-1769,train,N,2
1,N-177,record:N-177,train,N,3
1,N-1770,record:N-1770,train,N,4
1,N-1771,record:N-1771,train,N,2
1,N-1772,record:N-1772,train,N,3
1,N-1773,record:N-1773,train,N,4
1,N-1775,record:N-1775,train,N,2
1,N-1776,record:N-1776,train,N,4
1,N-1777,record:N-1777,train,N,3
1,N-1778,record:N-1778,train,N,3
1,N-1779,record:N-1779,train,N,2
1,N-1780,record:N-1780,train,N,3
1,N-1781,record:N-1781,train,N,3
1,N-1782,record:N-1782,train,N,2
1,N-1783,record:N-1783,train,N,2
1,N-1784,record:N-1784,train,N,2
1,N-1786,record:N-1786,train,N,2
1,N-1788,record:N-1788,train,N,2
1,N-1789,record:N-1789,train,N,3
1,N-179,record:N-179,train,N,3
1,N-1790,record:N-1790,train,N,3
1,N-1793,record:N-1793,train,N,2
1,N-1794,record:N-1794,train,N,2
1,N-1797,record:N-1797,train,N,2
1,N-1798,record:N-1798,train,N,3
1,N-1799,record:N-1799,train,N,2
1,N-1800,record:N-1800,train,N,2
1,N-1801,record:N-1801,train,N,4
1,N-1802,record:N-1802,train,N,2
1,N-1803,record:N-1803,train,N,3
1,N-1804,record:N-1804,train,N,3
1,N-1805,record:N-1805,train,N,3
1,N-1808,record:N-1808,train,N,3
1,N-1809,record:N-1809,train,N,3
1,N-1811,record:N-1811,train,N,2
1,N-1812,record:N-1812,train,N,3
1,N-1816,record:N-1816,train,N,3
1,N-1817,record:N-1817,train,N,3
1,N-1818,record:N-1818,train,N,2
1,N-1819,record:N-1819,train,N,2
1,N-182,record:N-182,train,N,3
1,N-1821,record:N-1821,train,N,3
1,N-1822,record:N-1822,train,N,2
1,N-1826,record:N-1826,train,N,2
1,N-1828,record:N-1828,train,N,3
1,N-1829,record:N-1829,train,N,2
1,N-183,record:N-183,train,N,3
1,N-1830,record:N-1830,train,N,2
1,N-1832,record:N-1832,train,N,3
1,N-1833,record:N-1833,train,N,2
1,N-1835,record:N-1835,train,N,2
1,N-1836,record:N-1836,train,N,2
1,N-1837,record:N-1837,train,N,2
1,N-1838,record:N-1838,train,N,2
1,N-1839,record:N-1839,train,N,2
1,N-184,record:N-184,train,N,3
1,N-1840,record:N-1840,train,N,2
1,N-1841,record:N-1841,train,N,2
1,N-1844,record:N-1844,train,N,2
1,N-1847,record:N-1847,train,N,3
1,N-1848,record:N-1848,train,N,2
1,N-1849,record:N-1849,train,N,5
1,N-1851,record:N-1851,train,N,2
1,N-1852,record:N-1852,train,N,3
1,N-1853,record:N-1853,train,N,4
1,N-1854,record:N-1854,train,N,2
1,N-1855,record:N-1855,train,N,4
1,N-1857,record:N-1857,train,N,3
1,N-1858,record:N-1858,train,N,2
1,N-186,record:N-186,train,N,4
1,N-1860,record:N-1860,train,N,3
1,N-1861,record:N-1861,train,N,3
1,N-1862,record:N-1862,train,N,3
1,N-1863,record:N-1863,train,N,2
1,N-1864,record:N-1864,train,N,3
1,N-1867,record:N-1867,train,N,4
1,N-1868,record:N-1868,train,N,4
1,N-1869,record:N-1869,train,N,3
1,N-1870,record:N-1870,train,N,2
1,N-1871,record:N-1871,train,N,4
1,N-1872,record:N-1872,train,N,3
1,N-1873,record:N-1873,train,N,3
1,N-1874,record:N-1874,train,N,3
1,N-1875,record:N-1875,train,N,3
1,N-1877,record:N-1877,train,N,2
1,N-1881,record:N-1881,train,N,4
1,N-1882,record:N-1882,train,N,2
1,N-1883,record:N-1883,train,N,2
1,N-1884,record:N-1884,train,N,2
1,N-1885,record:N-1885,train,N,2
1,N-1886,record:N-1886,train,N,2
1,N-1887,record:N-1887,train,N,3
1,N-1888,record:N-1888,train,N,4
1,N-1890,record:N-1890,train,N,4
1,N-1891,record:N-1891,train,N,3
1,N-1893,record:N-1893,train,N,2
1,N-1894,record:N-1894,train,N,2
1,N-1895,record:N-1895,train,N,4
1,N-1897,record:N-1897,train,N,2
1,N-1898,record:N-1898,train,N,3
1,N-1899,record:N-1899,train,N,2
1,N-19,record:N-19,train,N,4
1,N-1900,record:N-1900,train,N,3
1,N-1902,record:N-1902,train,N,3
1,N-1903,record:N-1903,train,N,3
1,N-1904,record:N-1904,train,N,3
1,N-1906,record:N-1906,train,N,3
1,N-1907,record:N-1907,train,N,3
1,N-1910,record:N-1910,train,N,2
1,N-1913,record:N-1913,train,N,3
1,N-1914,record:N-1914,train,N,3
1,N-1915,record:N-1915,train,N,2
1,N-1916,record:N-1916,train,N,3
1,N-1917,record:N-1917,train,N,3
1,N-1918,record:N-1918,train,N,3
1,N-1919,record:N-1919,train,N,4
1,N-192,record:N-192,train,N,3
1,N-1920,record:N-1920,train,N,2
1,N-1923,record:N-1923,train,N,2
1,N-1924,record:N-1924,train,N,2
1,N-1925,record:N-1925,train,N,4
1,N-1926,record:N-1926,train,N,2
1,N-1928,record:N-1928,train,N,4
1,N-1929,record:N-1929,train,N,4
1,N-1932,record:N-1932,train,N,2
1,N-1934,record:N-1934,train,N,4
1,N-1936,record:N-1936,train,N,2
1,N-1937,record:N-1937,train,N,2
1,N-1939,record:N-1939,train,N,4
1,N-194,record:N-194,train,N,2
1,N-1940,record:N-1940,train,N,3
1,N-1942,record:N-1942,train,N,2
1,N-1943,record:N-1943,train,N,3
1,N-1945,record:N-1945,train,N,5
1,N-1947,record:N-1947,train,N,5
1,N-1949,record:N-1949,train,N,5
1,N-195,record:N-195,train,N,3
1,N-1951,record:N-1951,train,N,5
1,N-1953,record:N-1953,train,N,5
1,N-1954,record:N-1954,train,N,5
1,N-1957,record:N-1957,train,N,5
1,N-1958,record:N-1958,train,N,5
1,N-1959,record:N-1959,train,N,5
1,N-1963,record:N-1963,train,N,5
1,N-1964,record:N-1964,train,N,5
1,N-1965,record:N-1965,train,N,5
1,N-1966,record:N-1966,train,N,5
1,N-1967,record:N-1967,train,N,5
1,N-1968,record:N-1968,train,N,5
1,N-1971,record:N-1971,train,N,4
1,N-1974,record:N-1974,train,N,5
1,N-1975,record:N-1975,train,N,5
1,N-1976,record:N-1976,train,N,5
1,N-1977,record:N-1977,train,N,5
1,N-1978,record:N-1978,train,N,4
1,N-1979,record:N-1979,train,N,5
1,N-198,record:N-198,train,N,3
1,N-1980,record:N-1980,train,N,5
1,N-1981,record:N-1981,train,N,5
1,N-1984,record:N-1984,train,N,5
1,N-1985,record:N-1985,train,N,5
1,N-1987,record:N-1987,train,N,5
1,N-1988,record:N-1988,train,N,5
1,N-1989,record:N-1989,train,N,5
1,N-199,record:N-199,train,N,3
1,N-1990,record:N-1990,train,N,5
1,N-1991,record:N-1991,train,N,5
1,N-1992,record:N-1992,train,N,5
1,N-1994,record:N-1994,train,N,5
1,N-1997,record:N-1997,train,N,5
1,N-1998,record:N-1998,train,N,5
1,N-1999,record:N-1999,train,N,5
1,N-20,record:N-20,train,N,4
1,N-2002,record:N-2002,train,N,5
1,N-2004,record:N-2004,train,N,5
1,N-2005,record:N-2005,train,N,5
1,N-2006,record:N-2006,train,N,5
1,N-2007,record:N-2007,train,N,5
1,N-2008,record:N-2008,train,N,5
1,N-2009,record:N-2009,train,N,5
1,N-201,record:N-201,train,N,2
1,N-2010,record:N-2010,train,N,5
1,N-2012,record:N-2012,train,N,5
1,N-2013,record:N-2013,train,N,5
1,N-2015,record:N-2015,train,N,5
1,N-2017,record:N-2017,train,N,5
1,N-2018,record:N-2018,train,N,5
1,N-2019,record:N-2019,train,N,5
1,N-202,record:N-202,train,N,4
1,N-2020,record:N-2020,train,N,5
1,N-2021,record:N-2021,train,N,5
1,N-2022,record:N-2022,train,N,5
1,N-2024,record:N-2024,train,N,5
1,N-2026,record:N-2026,train,N,5
1,N-2027,record:N-2027,train,N,5
1,N-2028,record:N-2028,train,N,5
1,N-2029,record:N-2029,train,N,5
1,N-203,record:N-203,train,N,3
1,N-2030,record:N-2030,train,N,4
1,N-2031,record:N-2031,train,N,5
1,N-2032,record:N-2032,train,N,5
1,N-2034,record:N-2034,train,N,5
1,N-2035,record:N-2035,train,N,5
1,N-2036,record:N-2036,train,N,5
1,N-2038,record:N-2038,train,N,5
1,N-2039,record:N-2039,train,N,5
1,N-2040,record:N-2040,train,N,5
1,N-2042,record:N-2042,train,N,5
1,N-2043,record:N-2043,train,N,5
1,N-2044,record:N-2044,train,N,5
1,N-2045,record:N-2045,train,N,5
1,N-2046,record:N-2046,train,N,5
1,N-205,record:N-205,train,N,3
1,N-2052,record:N-2052,train,N,5
1,N-2053,record:N-2053,train,N,5
1,N-2054,record:N-2054,train,N,5
1,N-2056,record:N-2056,train,N,5
1,N-2059,record:N-2059,train,N,5
1,N-206,record:N-206,train,N,3
1,N-2060,record:N-2060,train,N,5
1,N-2062,record:N-2062,train,N,5
1,N-2063,record:N-2063,train,N,5
1,N-2064,record:N-2064,train,N,5
1,N-2066,record:N-2066,train,N,5
1,N-2067,record:N-2067,train,N,5
1,N-207,record:N-207,train,N,4
1,N-2071,record:N-2071,train,N,5
1,N-2072,record:N-2072,train,N,5
1,N-2074,record:N-2074,train,N,5
1,N-2075,record:N-2075,train,N,5
1,N-2076,record:N-2076,train,N,5
1,N-2077,record:N-2077,train,N,5
1,N-2078,record:N-2078,train,N,5
1,N-2079,record:N-2079,train,N,5
1,N-208,record:N-208,train,N,3
1,N-2082,record:N-2082,train,N,5
1,N-2083,record:N-2083,train,N,5
1,N-2084,record:N-2084,train,N,5
1,N-2085,record:N-2085,train,N,5
1,N-2086,record:N-2086,train,N,5
1,N-2089,record:N-2089,train,N,5
1,N-209,record:N-209,train,N,3
1,N-2090,record:N-2090,train,N,5
1,N-2091,record:N-2091,train,N,5
1,N-2092,record:N-2092,train,N,5
1,N-2093,record:N-2093,train,N,5
1,N-2094,record:N-2094,train,N,5
1,N-2096,record:N-2096,train,N,5
1,N-2097,record:N-2097,train,N,5
1,N-2098,record:N-2098,train,N,5
1,N-2099,record:N-2099,train,N,5
1,N-2100,record:N-2100,train,N,5
1,N-2102,record:N-2102,train,N,5
1,N-2103,record:N-2103,train,N,5
1,N-2105,record:N-2105,train,N,5
1,N-2106,record:N-2106,train,N,5
1,N-2107,record:N-2107,train,N,5
1,N-2108,record:N-2108,train,N,5
1,N-2109,record:N-2109,train,N,5
1,N-2110,record:N-2110,train,N,5
1,N-2112,record:N-2112,train,N,5
1,N-2113,record:N-2113,train,N,5
1,N-2114,record:N-2114,train,N,5
1,N-2118,record:N-2118,train,N,5
1,N-2119,record:N-2119,train,N,5
1,N-2120,record:N-2120,train,N,5
1,N-2121,record:N-2121,train,N,5
1,N-2122,record:N-2122,train,N,5
1,N-2123,record:N-2123,train,N,5
1,N-2129,record:N-2129,train,N,5
1,N-213,record:N-213,train,N,3
1,N-2130,record:N-2130,train,N,5
1,N-2131,record:N-2131,train,N,3
1,N-2133,record:N-2133,train,N,5
1,N-2134,record:N-2134,train,N,5
1,N-2136,record:N-2136,train,N,5
1,N-2137,record:N-2137,train,N,4
1,N-2138,record:N-2138,train,N,5
1,N-214,record:N-214,train,N,3
1,N-2140,record:N-2140,train,N,5
1,N-2141,record:N-2141,train,N,5
1,N-2142,record:N-2142,train,N,5
1,N-2144,record:N-2144,train,N,5
1,N-2145,record:N-2145,train,N,5
1,N-2146,record:N-2146,train,N,4
1,N-2147,record:N-2147,train,N,5
1,N-2149,record:N-2149,train,N,5
1,N-215,record:N-215,train,N,4
1,N-2150,record:N-2150,train,N,5
1,N-2152,record:N-2152,train,N,5
1,N-2153,record:N-2153,train,N,5
1,N-2154,record:N-2154,train,N,5
1,N-2155,record:N-2155,train,N,4
1,N-2156,record:N-2156,train,N,5
1,N-2157,record:N-2157,train,N,5
1,N-2158,record:N-2158,train,N,5
1,N-2159,record:N-2159,train,N,5
1,N-216,record:N-216,train,N,3
1,N-2161,record:N-2161,train,N,5
1,N-2162,record:N-2162,train,N,5
1,N-2163,record:N-2163,train,N,5
1,N-2165,record:N-2165,train,N,5
1,N-2166,record:N-2166,train,N,5
1,N-2167,record:N-2167,train,N,5
1,N-2169,record:N-2169,train,N,4
1,N-217,record:N-217,train,N,4
1,N-2170,record:N-2170,train,N,5
1,N-2173,record:N-2173,train,N,5
1,N-2174,record:N-2174,train,N,5
1,N-2176,record:N-2176,train,N,5
1,N-2177,record:N-2177,train,N,5
1,N-2178,record:N-2178,train,N,5
1,N-2179,record:N-2179,train,N,5
1,N-218,record:N-218,train,N,3
1,N-2180,record:N-2180,train,N,5
1,N-2181,record:N-2181,train,N,5
1,N-2182,record:N-2182,train,N,5
1,N-2183,record:N-2183,train,N,5
1,N-2184,record:N-2184,train,N,5
1,N-2185,record:N-2185,train,N,5
1,N-219,record:N-219,train,N,2
1,N-2190,record:N-2190,train,N,5
1,N-2191,record:N-2191,train,N,5
1,N-2193,record:N-2193,train,N,5
1,N-2194,record:N-2194,train,N,5
1,N-2195,record:N-2195,train,N,5
1,N-2196,record:N-2196,train,N,5
1,N-2198,record:N-2198,train,N,5
1,N-2200,record:N-2200,train,N,5
1,N-2201,record:N-2201,train,N,5
1,N-2202,record:N-2202,train,N,5
1,N-2204,record:N-2204,train,N,5
1,N-2205,record:N-2205,train,N,5
1,N-2207,record:N-2207,train,N,5
1,N-2209,record:N-2209,train,N,5
1,N-221,record:N-221,train,N,3
1,N-2211,record:N-2211,train,N,5
1,N-2213,record:N-2213,train,N,5
1,N-2214,record:N-2214,train,N,5
1,N-2215,record:N-2215,train,N,5
1,N-2216,record:N-2216,train,N,5
1,N-2217,record:N-2217,train,N,5
1,N-2218,record:N-2218,train,N,5
1,N-2219,record:N-2219,train,N,5
1,N-2221,record:N-2221,train,N,5
1,N-2223,record:N-2223,train,N,5
1,N-2224,record:N-2224,train,N,5
1,N-2225,record:N-2225,train,N,5
1,N-2226,record:N-2226,train,N,5
1,N-2228,record:N-2228,train,N,5
1,N-2229,record:N-2229,train,N,5
1,N-223,record:N-223,train,N,3
1,N-2231,record:N-2231,train,N,5
1,N-2232,record:N-2232,train,N,5
1,N-2234,record:N-2234,train,N,5
1,N-2235,record:N-2235,train,N,5
1,N-2236,record:N-2236,train,N,4
1,N-2238,record:N-2238,train,N,5
1,N-224,record:N-224,train,N,2
1,N-2240,record:N-2240,train,N,5
1,N-2243,record:N-2243,train,N,5
1,N-2244,record:N-2244,train,N,5
1,N-2245,record:N-2245,train,N,5
1,N-2246,record:N-2246,train,N,5
1,N-2247,record:N-2247,train,N,5
1,N-2248,record:N-2248,train,N,5
1,N-2251,record:N-2251,train,N,3
1,N-2252,record:N-2252,train,N,5
1,N-2256,record:N-2256,train,N,3
1,N-2257,record:N-2257,train,N,2
1,N-2258,record:N-2258,train,N,3
1,N-2259,record:N-2259,train,N,3
1,N-226,record:N-226,train,N,4
1,N-2260,record:N-2260,train,N,3
1,N-2264,record:N-2264,train,N,3
1,N-2265,record:N-2265,train,N,3
1,N-2266,record:N-2266,train,N,5
1,N-2268,record:N-2268,train,N,3
1,N-227,record:N-227,train,N,2
1,N-2272,record:N-2272,train,N,3
1,N-2275,record:N-2275,train,N,3
1,N-2277,record:N-2277,train,N,5
1,N-2278,record:N-2278,train,N,3
1,N-228,record:N-228,train,N,3
1,N-2280,record:N-2280,train,N,3
1,N-2281,record:N-2281,train,N,4
1,N-2282,record:N-2282,train,N,3
1,N-2283,record:N-2283,train,N,3
1,N-2284,record:N-2284,train,N,3
1,N-2285,record:N-2285,train,N,3
1,N-2287,record:N-2287,train,N,3
1,N-2289,record:N-2289,train,N,3
1,N-2290,record:N-2290,train,N,4
1,N-2294,record:N-2294,train,N,3
1,N-2295,record:N-2295,train,N,3
1,N-2297,record:N-2297,train,N,3
1,N-2298,record:N-2298,train,N,2
1,N-2299,record:N-2299,train,N,5
1,N-230,record:N-230,train,N,3
1,N-2300,record:N-2300,train,N,3
1,N-2302,record:N-2302,train,N,3
1,N-2304,record:N-2304,train,N,4
1,N-2305,record:N-2305,train,N,3
1,N-2306,record:N-2306,train,N,4
1,N-2309,record:N-2309,train,N,3
1,N-231,record:N-231,train,N,4
1,N-2310,record:N-2310,train,N,3
1,N-2311,record:N-2311,train,N,5
1,N-2312,record:N-2312,train,N,3
1,N-2314,record:N-2314,train,N,3
1,N-2318,record:N-2318,train,N,5
1,N-2319,record:N-2319,train,N,3
1,N-232,record:N-232,train,N,3
1,N-2320,record:N-2320,train,N,3
1,N-2321,record:N-2321,train,N,3
1,N-2322,record:N-2322,train,N,3
1,N-2323,record:N-2323,train,N,3
1,N-2324,record:N-2324,train,N,3
1,N-2328,record:N-2328,train,N,2
1,N-2329,record:N-2329,train,N,3
1,N-2330,record:N-2330,train,N,2
1,N-2331,record:N-2331,train,N,2
1,N-2332,record:N-2332,train,N,2
1,N-2333,record:N-2333,train,N,5
1,N-2334,record:N-2334,train,N,5
1,N-2335,record:N-2335,train,N,5
1,N-2338,record:N-2338,train,N,3
1,N-234,record:N-234,train,N,3
1,N-2341,record:N-2341,train,N,5
1,N-2342,record:N-2342,train,N,3
1,N-2344,record:N-2344,train,N,3
1,N-2348,record:N-2348,train,N,5
1,N-2349,record:N-2349,train,N,5
1,N-2351,record:N-2351,train,N,3
1,N-2352,record:N-2352,train,N,5
1,N-2353,record:N-2353,train,N,5
1,N-2354,record:N-2354,train,N,3
1,N-2355,record:N-2355,train,N,3
